PC1,PC2,PC3,PC4
3.0808064087705374,1.2823232563943663,1.6820695131513914,0.36638848613579916
-1.3986064287590954,-0.17056742187982357,0.7777625430903079,1.3829928770303215
0.3291624279342648,0.5617537898830476,-0.21015948081498295,-1.4655634668973798
-2.054047765265089,-0.27003962033670387,-0.32786122966686093,-0.22156357110760413
-0.026872557252890304,0.6240713611650119,0.7821591020725224,0.2044704785144152
0.734810661244326,-0.20996146953824113,0.4457764154824831,-0.8439139680888745
0.2779828452425966,1.0245787858793272,0.4988038281348288,-0.3525457868599077
-1.4903830755071894,1.339256291235082,-0.5710252676301115,-0.4989570007634339
-1.7410738943896737,2.441219096737653,-0.8417639120913113,-0.26802391072873855
-0.932124364170619,3.9952272539058407,-1.3636519191441385,1.9632408069150535
-2.122058061103282,0.3269612657642797,-0.6560734966297278,-0.3958462785661004
0.3420365431075759,-1.1842495955577854,0.8411517333798357,-0.09316579272929501
-0.522018666458482,1.5955685956457382,-0.1429269516099961,-0.43126768812387145
-2.4456872323199583,-1.1925054488513513,-0.46638313539902426,-0.3074312888223872
3.2074795888878365,-0.9027611877261511,-1.7649653538761287,-0.10992749477595509
-1.5671726872672114,1.2134987566276723,-0.22710346139780344,0.08329784520900951
-1.0833783800739147,0.252740992605658,-0.07187684808859746,-0.3967037034100276
3.182399193749963,0.9721104327783964,-1.122962762194531,-1.2570852994885044
-1.3660556295948931,0.2601714671752741,0.3470715105971847,0.6751619935226376
-0.7475930056850294,0.5874450918329756,0.19639825042011472,0.043726515406539476
4.244301218746033,-0.12301434402007162,4.720358706969112,2.4935410908674034
1.3646396061678492,-2.1288291022435613,-0.6659182645159336,-0.08901891451411831
0.031955040164246135,0.1544282416698537,0.11203513968317813,-0.9155662750574558
-0.01020535098971163,1.6864636107657818,0.28105889463519573,-0.30429414206607924
-1.4113016055589154,0.27281296713518577,0.344363690362591,0.6931702932980566
-0.6375588843774364,1.547912659959415,0.11572746974845063,0.03478073874193672
-1.4451915173887415,-0.29991589591654716,0.25533200402721895,0.36417347573600933
3.089120405555287,-0.7000238222224306,0.19270559623707767,0.15720013396718038
-1.7908775407818287,1.3211991788234598,-0.46296234762469934,-0.11430763713636789
0.35323113344061696,-0.053705273173004865,1.8764566779669722,2.098181411083457
-0.8984162841477467,-0.4865779377021864,-0.9084041035632956,1.001522269021784
-0.7637287805306001,0.34557635185543034,0.4550098967862412,0.021747390640212343
1.0274679924973387,-1.4578238388780977,0.9140280841980909,-0.30038125362610324
-2.070293568289476,0.3152568512707204,-0.6730017203862968,-0.4251854464051529
1.6043538705698441,-0.844861451806847,1.0029464517458149,-0.8331011405806906
-1.0851361498270868,1.7174477710814982,0.3907490380640558,0.9431297585382805
-1.5007026368684133,-0.8420245089346258,0.5804911581486901,0.8975568504982607
2.554756107621318,0.853404233769165,0.6447761770320843,1.4667206687544783
1.8790662966434277,1.5058934808970859,0.9340848631919089,-0.07890766549693912
-1.9665704317028898,0.36161646588129415,-0.31886428254996496,-0.0015091040763237438
-2.8883270947021735,-3.469989507320708,-0.17257318279336945,-0.20743759089013378
